group	tag	smolt.year	date.M	length.M	date.R	length.R	time.MR	growth	growth.rate
fall	3D9.1C2DB4FC5F	2012	7/21/2011	62	4/27/2012	113	281	51	0.181494662
fall	3D9.1C2DB50323	2012	7/21/2011	69	4/26/2012	108	280	39	0.139285714
fall	3D9.1C2DB5034B	2012	7/22/2011	57	6/7/2012	97	321	40	0.124610592
fall	3D9.1C2DB50360	2012	8/16/2011	60	4/24/2012	94	252	34	0.134920635
fall	3D9.1C2DB50433	2012	7/21/2011	57	4/25/2012	111	279	54	0.193548387
fall	3D9.1C2DB5043E	2012	7/20/2011	62	6/10/2012	94	326	32	0.098159509
fall	3D9.1C2DB50529	2012	9/2/2011	68	4/28/2012	103	239	35	0.146443515
fall	3D9.1C2DB5057E	2012	7/25/2011	59	4/17/2012	108	267	49	0.183520599
fall	3D9.1C2DB5059F	2012	7/25/2011	63	5/21/2012	112	301	49	0.162790698
fall	3D9.1C2DB505B6	2012	9/1/2011	74	4/27/2012	104	239	30	0.125523013
fall	3D9.1C2DB50628	2012	8/11/2011	61	5/2/2012	102	265	41	0.154716981
fall	3D9.1C2DB50639	2012	8/8/2011	64	5/19/2012	104	285	40	0.140350877
fall	3D9.1C2DB50731	2012	8/2/2011	69	4/6/2012	115	248	46	0.185483871
fall	3D9.1C2DB50789	2012	7/26/2011	59	4/25/2012	97	274	38	0.138686131
fall	3D9.1C2DB5084B	2012	9/1/2011	83	4/21/2012	105	233	22	0.094420601
fall	3D9.1C2DB5089C	2012	8/23/2011	62	4/27/2012	86	248	24	0.096774194
fall	3D9.1C2DB508A1	2012	7/21/2011	69	4/17/2012	100	271	31	0.114391144
fall	3D9.1C2DB51100	2012	9/1/2011	76	4/28/2012	101	240	25	0.104166667
fall	3D9.1C2DB51108	2012	8/27/2011	57	4/24/2012	90	241	33	0.136929461
fall	3D9.1C2DB51118	2012	7/19/2011	67	5/22/2012	95	308	28	0.090909091
fall	3D9.1C2DB51119	2012	7/19/2011	62	4/23/2012	106	279	44	0.157706093
fall	3D9.1C2DB5114F	2012	7/26/2011	62	5/23/2012	95	302	33	0.109271523
fall	3D9.1C2DB511C6	2012	7/25/2011	60	4/17/2012	103	267	43	0.161048689
fall	3D9.1C2DB5122B	2012	8/18/2011	69	5/21/2012	107	277	38	0.137184116
fall	3D9.1C2DB512E0	2012	8/18/2011	73	4/17/2012	100	243	27	0.111111111
fall	3D9.1C2DB51328	2012	8/24/2011	67	4/17/2012	95	237	28	0.11814346
fall	3D9.1C2DB51333	2012	8/24/2011	58	4/30/2012	96	250	38	0.152
fall	3D9.1C2DB5133A	2012	8/5/2011	61	4/25/2012	106	264	45	0.170454545
fall	3D9.1C2DB51458	2012	8/31/2011	74	4/6/2012	100	219	26	0.118721461
fall	3D9.1C2DB5145B	2012	8/8/2011	59	5/7/2012	105	273	46	0.168498168
fall	3D9.1C2DB51460	2012	8/12/2011	59	4/29/2012	93	261	34	0.130268199
fall	3D9.1C2DB5149D	2012	8/16/2011	67	4/7/2012	113	235	46	0.195744681
fall	3D9.1C2DB51644	2012	7/20/2011	55	5/5/2012	99	290	44	0.151724138
fall	3D9.1C2DB51680	2012	8/12/2011	59	5/25/2012	97	287	38	0.132404181
fall	3D9.1C2DB516AE	2012	8/18/2011	74	4/30/2012	96	256	22	0.0859375
fall	3D9.1C2DB516FB	2012	7/22/2011	69	5/23/2012	114	306	45	0.147058824
fall	3D9.1C2DB51702	2012	7/21/2011	59	5/9/2012	85	293	26	0.088737201
fall	3D9.1C2DB51710	2012	7/21/2011	63	4/23/2012	94	277	31	0.111913357
fall	3D9.1C2DB5172E	2012	8/12/2011	67	4/30/2012	104	262	37	0.141221374
fall	3D9.1C2DB51741	2012	7/22/2011	60	4/24/2012	99	277	39	0.140794224
fall	3D9.1C2DB51754	2012	7/19/2011	66	4/24/2012	104	280	38	0.135714286
fall	3D9.1C2DB51796	2012	7/21/2011	64	5/16/2012	114	300	50	0.166666667
fall	3D9.1C2DB51F16	2012	7/26/2011	62	5/2/2012	90	281	28	0.099644128
fall	3D9.1C2DB51F37	2012	8/12/2011	67	5/18/2012	107	280	40	0.142857143
fall	3D9.1C2DB51F5C	2012	7/20/2011	55	4/17/2012	97	272	42	0.154411765
fall	3D9.1C2DB51F8B	2012	7/22/2011	57	5/25/2012	85	308	28	0.090909091
fall	3D9.1C2DB51FC9	2012	8/12/2011	71	4/25/2012	108	257	37	0.143968872
fall	3D9.1C2DB51FEC	2012	7/29/2011	77	4/21/2012	109	267	32	0.119850187
fall	3D9.1C2DB52163	2012	8/23/2011	62	4/28/2012	97	249	35	0.140562249
fall	3D9.1C2DB5216B	2012	8/15/2011	64	4/28/2012	88	257	24	0.093385214
fall	3D9.1C2DB5221C	2012	8/23/2011	64	5/26/2012	102	277	38	0.137184116
fall	3D9.1C2DB5224C	2012	8/11/2011	62	4/26/2012	103	259	41	0.158301158
fall	3D9.1C2DB522C8	2012	8/4/2011	59	4/6/2012	92	246	33	0.134146341
fall	3D9.1C2DB5233C	2012	8/11/2011	63	4/25/2012	82	258	19	0.073643411
fall	3D9.1C2DB52469	2012	7/21/2011	67	5/22/2012	87	306	20	0.065359477
fall	3D9.1C2DB5249D	2012	7/21/2011	61	5/20/2012	92	304	31	0.101973684
fall	3D9.1C2DB5251F	2012	7/21/2011	65	4/26/2012	100	280	35	0.125
fall	3D9.1C2DB52525	2012	7/21/2011	63	5/8/2012	87	292	24	0.082191781
fall	3D9.1C2DB52533	2012	8/18/2011	61	6/6/2012	104	293	43	0.146757679
fall	3D9.1C2DB52582	2012	9/1/2011	89	4/24/2012	118	236	29	0.122881356
fall	3D9.1C2DB52CB6	2012	8/11/2011	55	4/21/2012	92	254	37	0.145669291
fall	3D9.1C2DB52CC0	2012	7/26/2011	56	4/20/2012	105	269	49	0.182156134
fall	3D9.1C2DB52CD7	2012	8/23/2011	67	4/21/2012	107	242	40	0.165289256
fall	3D9.1C2DB52CD9	2012	7/21/2011	65	4/22/2012	106	276	41	0.148550725
fall	3D9.1C2DB52CEA	2012	9/1/2011	74	4/13/2012	103	225	29	0.128888889
fall	3D9.1C2DB52D1B	2012	7/26/2011	57	4/27/2012	94	276	37	0.134057971
fall	3D9.1C2DB52DB9	2012	7/21/2011	58	5/12/2012	98	296	40	0.135135135
fall	3D9.1C2DB52DD0	2012	9/1/2011	77	4/22/2012	104	234	27	0.115384615
fall	3D9.1C2DB52DF9	2012	7/22/2011	65	4/29/2012	85	282	20	0.070921986
fall	3D9.1C2DB52E0B	2012	7/21/2011	58	4/28/2012	104	282	46	0.163120567
fall	3D9.1C2DB52E35	2012	7/19/2011	56	4/24/2012	86	280	30	0.107142857
fall	3D9.1C2DB52EE6	2012	9/1/2011	73	4/27/2012	109	239	36	0.150627615
fall	3D9.1C2DB52FE2	2012	8/16/2011	76	4/25/2012	116	253	40	0.158102767
fall	3D9.1C2DB5300B	2012	8/24/2011	73	4/29/2012	103	249	30	0.120481928
fall	3D9.1C2DB531B0	2012	7/26/2011	62	4/24/2012	105	273	43	0.157509158
fall	3D9.1C2DB5321F	2012	8/12/2011	57	5/25/2012	105	287	48	0.167247387
fall	3D9.1C2DB5328F	2012	7/21/2011	67	4/27/2012	101	281	34	0.120996441
fall	3D9.1C2DB53298	2012	7/29/2011	66	4/13/2012	105	259	39	0.150579151
fall	3D9.1C2DB532F4	2012	8/16/2011	69	5/21/2012	109	279	40	0.143369176
fall	3D9.1C2DB53988	2012	9/1/2011	80	4/17/2012	114	229	34	0.148471616
fall	3D9.1C2DB539CC	2012	8/23/2011	84	5/3/2012	100	254	16	0.062992126
fall	3D9.1C2DB539E3	2012	7/21/2011	65	4/21/2012	96	275	31	0.112727273
fall	3D9.1C2DB53A08	2012	7/21/2011	67	4/30/2012	95	284	28	0.098591549
fall	3D9.1C2DB53A94	2012	8/23/2011	64	5/16/2012	115	267	51	0.191011236
fall	3D9.1C2DB53AAC	2012	9/1/2011	70	4/27/2012	98	239	28	0.117154812
fall	3D9.1C2DB53C94	2012	7/19/2011	59	4/25/2012	85	281	26	0.09252669
fall	3D9.1C2DB53D37	2012	8/11/2011	64	4/28/2012	103	261	39	0.149425287
fall	3D9.1C2DB53E41	2012	7/25/2011	60	4/25/2012	96	275	36	0.130909091
fall	3D9.1C2DB53E5C	2012	7/22/2011	66	4/25/2012	113	278	47	0.169064748
fall	3D9.1C2DB53EDD	2012	7/19/2011	59	5/21/2012	108	307	49	0.159609121
fall	3D9.1C2DB53EDE	2012	7/26/2011	56	4/21/2012	96	270	40	0.148148148
fall	3D9.1C2DB53F03	2012	7/29/2011	56	4/25/2012	105	271	49	0.180811808
fall	3D9.1C2DB53F36	2012	7/22/2011	64	4/22/2012	110	275	46	0.167272727
fall	3D9.1C2DB544BC	2012	8/4/2011	60	4/16/2012	105	256	45	0.17578125
fall	3D9.1C2DB544E2	2012	8/23/2011	67	4/16/2012	107	237	40	0.168776371
fall	3D9.1C2DB5454E	2012	7/25/2011	58	4/25/2012	90	275	32	0.116363636
fall	3D9.1C2DB54556	2012	7/19/2011	64	4/28/2012	98	284	34	0.11971831
fall	3D9.1C2DB5459E	2012	7/25/2011	61	4/25/2012	97	275	36	0.130909091
fall	3D9.1C2DB545A8	2012	8/31/2011	73	4/20/2012	104	233	31	0.13304721
fall	3D9.1C2DB545D5	2012	7/26/2011	56	5/27/2012	97	306	41	0.133986928
fall	3D9.1C2DB545E3	2012	7/21/2011	60	4/26/2012	92	280	32	0.114285714
fall	3D9.1C2DB54821	2012	8/15/2011	70	4/27/2012	98	256	28	0.109375
fall	3D9.1C2DB5486C	2012	9/1/2011	67	4/26/2012	89	238	22	0.092436975
fall	3D9.1C2DB548A8	2012	7/21/2011	60	4/26/2012	103	280	43	0.153571429
fall	3D9.1C2DB548DE	2012	7/26/2011	57	4/22/2012	88	271	31	0.114391144
fall	3D9.1C2DB548F3	2012	9/1/2011	90	4/21/2012	106	233	16	0.068669528
fall	3D9.1C2DB548F9	2012	7/21/2011	58	4/25/2012	89	279	31	0.111111111
fall	3D9.1C2DB5491B	2012	8/19/2011	71	5/20/2012	95	275	24	0.087272727
fall	3D9.1C2DB54E0C	2012	7/22/2011	62	4/22/2012	121	275	59	0.214545455
fall	3D9.1C2DB54E15	2012	7/19/2011	60	4/21/2012	91	277	31	0.111913357
fall	3D9.1C2DB54E25	2012	7/19/2011	60	5/19/2012	95	305	35	0.114754098
fall	3D9.1C2DB54E26	2012	7/20/2011	62	4/25/2012	102	280	40	0.142857143
fall	3D9.1C2DB54E4E	2012	8/18/2011	62	5/2/2012	102	258	40	0.15503876
fall	3D9.1C2DB54EBA	2012	7/21/2011	61	6/13/2012	99	328	38	0.115853659
fall	3D9.1C2DB54F22	2012	7/20/2011	57	4/28/2012	100	283	43	0.151943463
fall	3D9.1C2DB54FE7	2012	7/21/2011	67	4/25/2012	108	279	41	0.146953405
fall	3D9.1C2DB5505F	2012	8/23/2011	63	4/23/2012	95	244	32	0.131147541
fall	3D9.1C2DB550A4	2012	7/29/2011	65	4/22/2012	96	268	31	0.115671642
fall	3D9.1C2DB550E9	2012	7/21/2011	70	4/13/2012	98	267	28	0.104868914
fall	3D9.1C2DB553F2	2012	7/30/2011	73	4/24/2012	96	269	23	0.085501859
fall	3D9.1C2DB55485	2012	8/9/2011	73	4/21/2012	96	256	23	0.08984375
fall	3D9.1C2DB55C91	2012	9/1/2011	71	4/18/2012	101	230	30	0.130434783
fall	3D9.1C2DB5619E	2012	8/12/2011	67	4/19/2012	95	251	28	0.111553785
fall	3D9.1C2DB56509	2012	8/12/2011	58	5/23/2012	102	285	44	0.154385965
fall	3D9.1C2DB56AFA	2012	8/12/2011	64	4/24/2012	100	256	36	0.140625
fall	3D9.1C2DB56AFE	2012	7/20/2011	63	4/25/2012	103	280	40	0.142857143
fall	3D9.1C2DB56C46	2012	8/23/2011	59	4/16/2012	96	237	37	0.156118143
fall	3D9.1C2DB56CCA	2012	8/5/2011	62	4/22/2012	105	261	43	0.164750958
fall	3D9.1C2DB56CFE	2012	8/12/2011	67	4/28/2012	97	260	30	0.115384615
fall	3D9.1C2DB56DE1	2012	8/8/2011	71	4/28/2012	117	264	46	0.174242424
fall	3D9.1C2DB5782D	2012	8/23/2011	55	5/2/2012	93	253	38	0.150197628
fall	3D9.1C2DB578A3	2012	8/8/2011	56	5/16/2012	106	282	50	0.177304965
fall	3D9.1C2DB578A8	2012	7/25/2011	62	4/26/2012	94	276	32	0.115942029
fall	3D9.1C2DB578C8	2012	8/12/2011	63	4/18/2012	97	250	34	0.136
fall	3D9.1C2DB578CE	2012	8/24/2011	57	4/23/2012	106	243	49	0.201646091
fall	3D9.1C2DB58580	2012	8/23/2011	64	4/30/2012	112	251	48	0.19123506
fall	3D9.1C2DB585AE	2012	8/11/2011	65	4/3/2012	91	236	26	0.110169492
fall	3D9.1C2DB5864A	2012	9/1/2011	71	4/27/2012	116	239	45	0.188284519
fall	3D9.1C2DB58717	2012	8/15/2011	75	6/6/2012	118	296	43	0.14527027
fall	3D9.1C2DB5926D	2012	8/16/2011	61	5/20/2012	111	278	50	0.179856115
fall	3D9.1C2DB592FC	2012	9/1/2011	60	4/21/2012	95	233	35	0.150214592
fall	3D9.1C2DB59322	2012	8/5/2011	67	4/27/2012	106	266	39	0.146616541
fall	3D9.1C2DB5933B	2012	8/27/2011	68	4/24/2012	101	241	33	0.136929461
fall	3D9.1C2DB5933E	2012	8/2/2011	66	4/16/2012	106	258	40	0.15503876
fall	3D9.1C2DB59360	2012	8/12/2011	68	4/22/2012	105	254	37	0.145669291
fall	3D9.1C2DB593BA	2012	8/27/2011	58	5/20/2012	106	267	48	0.179775281
fall	3D9.1C2DB5A0F4	2012	8/18/2011	75	4/22/2012	94	248	19	0.076612903
fall	3D9.1C2DB5A0F5	2012	8/16/2011	61	5/3/2012	86	261	25	0.095785441
fall	3D9.1C2DB5A117	2012	8/31/2011	74	4/26/2012	104	239	30	0.125523013
fall	3D9.1C2DB5A16C	2012	8/8/2011	64	5/7/2012	104	273	40	0.146520147
fall	3D9.1C2DB5A2F4	2012	9/1/2011	78	4/24/2012	107	236	29	0.122881356
fall	3D9.1C2DB5AC3B	2012	9/1/2011	76	4/23/2012	105	235	29	0.123404255
fall	3D9.1C2DB5AD4C	2012	8/8/2011	66	5/16/2012	111	282	45	0.159574468
fall	3D9.1C2DB5AD5C	2012	8/11/2011	64	4/28/2012	96	261	32	0.122605364
fall	3D9.1C2DB5AD81	2012	8/23/2011	63	4/28/2012	103	249	40	0.16064257
fall	3D9.1C2DB5AE0A	2012	8/8/2011	67	5/18/2012	103	284	36	0.126760563
fall	3D9.1C2DB5AE78	2012	7/25/2011	58	4/24/2012	102	274	44	0.160583942
fall	3D9.1C2DB5AEA4	2012	8/8/2011	71	4/27/2012	105	263	34	0.129277567
fall	3D9.1C2DB5AEC7	2012	8/4/2011	58	4/26/2012	97	266	39	0.146616541
fall	3D9.1C2DB5AF31	2012	8/11/2011	71	4/28/2012	100	261	29	0.111111111
fall	3D9.1C2DB5BA65	2012	9/1/2011	72	4/23/2012	104	235	32	0.136170213
fall	3D9.1C2DB5BB92	2012	8/15/2011	68	5/14/2012	104	273	36	0.131868132
fall	3D9.1C2DB5BB96	2012	8/8/2011	55	4/28/2012	100	264	45	0.170454545
fall	3D9.1C2DB5BC15	2012	8/8/2011	62	5/5/2012	101	271	39	0.143911439
fall	3D9.1C2DB5BC3A	2012	8/16/2011	59	4/20/2012	92	248	33	0.133064516
fall	3D9.1C2DB5BC9A	2012	9/1/2011	74	4/21/2012	106	233	32	0.137339056
fall	3D9.1C2DB5BCAB	2012	8/18/2011	69	4/19/2012	86	245	17	0.069387755
fall	3D9.1C2DB5BCBA	2012	8/12/2011	60	5/22/2012	114	284	54	0.190140845
fall	3D9.1C2DB5BCBF	2012	8/11/2011	56	4/29/2012	96	262	40	0.152671756
fall	3D9.1C2DB5BCDB	2012	8/12/2011	60	4/23/2012	91	255	31	0.121568627
fall	3D9.1C2DB5BCDC	2012	8/23/2011	63	4/24/2012	103	245	40	0.163265306
fall	3D9.1C2DB5C8DC	2012	8/8/2011	66	4/26/2012	94	262	28	0.106870229
fall	3D9.1C2DB5CA80	2012	9/1/2011	73	4/29/2012	105	241	32	0.132780083
fall	3D9.1C2DB5CAA7	2012	8/16/2011	74	4/21/2012	99	249	25	0.100401606
fall	3D9.1C2DB5CAAF	2012	8/5/2011	65	4/25/2012	107	264	42	0.159090909
fall	3D9.1C2DB5D70F	2012	8/11/2011	68	5/18/2012	108	281	40	0.142348754
fall	3D9.1C2DB5D74C	2012	8/23/2011	60	4/22/2012	102	243	42	0.172839506
fall	3D9.1C2DB5D78A	2012	8/27/2011	76	4/13/2012	106	230	30	0.130434783
fall	3D9.1C2DB5D825	2012	8/12/2011	73	4/26/2012	105	258	32	0.124031008
fall	3D9.1C2DB5D8EA	2012	8/11/2011	71	4/19/2012	103	252	32	0.126984127
fall	3D9.1C2DB5E2E5	2012	9/2/2011	68	4/11/2012	100	222	32	0.144144144
fall	3D9.1C2DB5E2EF	2012	8/11/2011	61	4/26/2012	88	259	27	0.104247104
fall	3D9.1C2DB5E31A	2012	8/24/2011	75	4/22/2012	108	242	33	0.136363636
fall	3D9.1C2DB5E398	2012	8/18/2011	79	4/25/2012	96	251	17	0.067729084
fall	3D9.1C2DB5EC1F	2012	8/18/2011	60	4/27/2012	96	253	36	0.14229249
fall	3D9.1C2DB5F357	2012	8/18/2011	71	4/25/2012	101	251	30	0.119521912
fall	3D9.1C2DB5F386	2012	8/12/2011	60	4/28/2012	94	260	34	0.130769231
fall	3D9.1C2DB73E17	2012	8/11/2011	72	4/29/2012	99	262	27	0.103053435
fall	3D9.1C2DB73FCD	2012	8/11/2011	55	4/22/2012	80	255	25	0.098039216
fall	3D9.1C2DB7416D	2012	7/25/2011	58	4/29/2012	91	279	33	0.11827957
fall	3D9.1C2DB74274	2012	8/11/2011	56	4/26/2012	95	259	39	0.150579151
fall	3D9.1C2DB74A5F	2012	8/12/2011	72	4/27/2012	100	259	28	0.108108108
fall	3D9.1C2DB750AA	2012	8/12/2011	62	4/24/2012	94	256	32	0.125
fall	3D9.1C2DB754E4	2012	7/25/2011	60	4/19/2012	100	269	40	0.148698885
fall	3D9.1C2DB755A0	2012	7/25/2011	66	5/1/2012	93	281	27	0.096085409
fall	3D9.1C2DB75CAC	2012	8/1/2011	66	4/27/2012	108	270	42	0.155555556
fall	3D9.1C2DB75D45	2012	8/18/2011	65	5/21/2012	104	277	39	0.140794224
fall	3D9.1C2DB76172	2012	8/11/2011	72	4/28/2012	95	261	23	0.088122605
fall	3D9.1C2DB769B9	2012	8/12/2011	61	4/24/2012	96	256	35	0.13671875
fall	3D9.1C2DB76C3A	2012	8/2/2011	70	4/21/2012	103	263	33	0.125475285
fall	3D9.1C2DB76CF8	2012	7/25/2011	58	4/24/2012	97	274	39	0.142335766
fall	3D9.1C2DB76D21	2012	8/11/2011	66	4/23/2012	104	256	38	0.1484375
fall	3D9.1C2DB77A4A	2012	7/25/2011	59	5/1/2012	95	281	36	0.128113879
fall	3D9.1C2DB77AE6	2012	8/12/2011	81	5/1/2012	117	263	36	0.136882129
fall	3D9.1C2DB786C3	2012	8/11/2011	64	4/24/2012	87	257	23	0.089494163
fall	3D9.1C2DB786E8	2012	8/11/2011	78	4/23/2012	114	256	36	0.140625
fall	3D9.1C2DB795BE	2012	8/11/2011	56	5/4/2012	100	267	44	0.164794007
fall	3D9.1C2DB7A287	2012	8/3/2011	63	4/22/2012	97	263	34	0.129277567
fall	3D9.1C2DB7A35F	2012	8/11/2011	61	5/29/2012	112	292	51	0.174657534
fall	3D9.1C2DB7A360	2012	8/11/2011	58	4/20/2012	96	253	38	0.150197628
fall	3D9.1C2DB7A417	2012	8/12/2011	56	5/17/2012	94	279	38	0.136200717
fall	3D9.1C2DB7A693	2012	8/11/2011	65	5/16/2012	101	279	36	0.129032258
fall	3D9.1C2DB7AE93	2012	8/11/2011	64	4/25/2012	100	258	36	0.139534884
fall	3D9.1C2DB7AED8	2012	8/12/2011	68	5/24/2012	134	286	66	0.230769231
fall	3D9.1C2DB7B126	2012	8/11/2011	66	5/17/2012	102	280	36	0.128571429
fall	3D9.1C2DB7B3EE	2012	8/11/2011	58	4/27/2012	101	260	43	0.165384615
fall	3D9.1C2DB7BD6E	2012	7/25/2011	56	5/3/2012	89	283	33	0.116607774
fall	3D9.1C2DB7BDC8	2012	7/25/2011	62	4/27/2012	104	277	42	0.151624549
fall	3D9.1C2DB7BFA7	2012	8/4/2011	63	4/27/2012	95	267	32	0.119850187
fall	3D9.1C2DB7C94A	2012	8/12/2011	65	4/22/2012	93	254	28	0.11023622
fall	3D9.1C2DB7CF0F	2012	8/12/2011	60	4/29/2012	98	261	38	0.14559387
fall	3D9.1C2DB7D39D	2012	7/25/2011	56	4/18/2012	97	268	41	0.152985075
fall	3D9.1C2DB7F539	2012	8/11/2011	57	4/25/2012	94	258	37	0.143410853
fall	3D9.1C2DB7F591	2012	8/11/2011	59	5/21/2012	104	284	45	0.158450704
fall	3D9.1C2DB80734	2012	7/25/2011	58	4/23/2012	102	273	44	0.161172161
fall	3D9.1C2DB8224A	2012	7/25/2011	66	4/27/2012	87	277	21	0.075812274
fall	3D9.1C2DB83E2C	2012	8/16/2011	58	5/26/2012	106	284	48	0.169014085
fall	3D9.1C2DB85B5D	2012	8/9/2011	61	4/29/2012	95	264	34	0.128787879
fall	3D9.1C2DB8720D	2012	8/11/2011	62	4/25/2012	91	258	29	0.112403101
fall	3D9.239F85D06C	2012	8/16/2011	55	4/26/2012	104	254	49	0.192913386
fall	3D9.239F85D08A	2012	8/19/2011	61	4/25/2012	98	250	37	0.148
fall	3D9.239F85D2D3	2012	9/1/2011	61	4/26/2012	93	238	32	0.134453782
fall	3D9.239F85D635	2012	8/19/2011	73	4/20/2012	103	245	30	0.12244898
fall	3D9.239F85D94D	2012	8/18/2011	64	4/20/2012	102	246	38	0.154471545
fall	3D9.239F85DAFD	2012	8/16/2011	62	4/28/2012	91	256	29	0.11328125
fall	3D9.239F85E8E0	2012	9/1/2011	NA	4/23/2012	108	235	NA	NA
fall	3D9.239F85F562	2012	8/19/2011	61	4/26/2012	104	251	43	0.171314741
fall	3D9.239F85F77D	2012	8/26/2011	67	4/23/2012	108	241	41	0.170124481
fall	3D9.239F85F9B5	2012	8/28/2011	62	4/24/2012	96	240	34	0.141666667
fall	3D9.239F85F9C3	2012	8/27/2011	77	4/13/2012	109	230	32	0.139130435
fall	3D9.239F85FA71	2012	8/27/2011	55	4/27/2012	96	244	41	0.168032787
fall	3D9.239F85FAEB	2012	9/2/2011	63	4/26/2012	92	237	29	0.122362869
fall	3D9.239F85FD53	2012	8/16/2011	55	5/27/2012	78	285	23	0.080701754
fall	3D9.239F85FDB6	2012	8/26/2011	70	4/26/2012	108	244	38	0.155737705
fall	3D9.239F85FF22	2012	8/27/2011	60	4/22/2012	96	239	36	0.150627615
fall	3D9.239F85FF7A	2012	8/16/2011	60	5/8/2012	95	266	35	0.131578947
fall	3D9.239F860040	2012	8/27/2011	64	4/26/2012	96	243	32	0.131687243
fall	3D9.239F8601D4	2012	8/5/2011	61	4/14/2012	92	253	31	0.122529644
fall	3D9.239F867D48	2012	8/3/2011	63	4/20/2012	99	261	36	0.137931034
fall	3D9.239F867E3A	2012	8/26/2011	68	4/24/2012	103	242	35	0.144628099
fall	3D9.239F867E96	2012	8/28/2011	63	4/29/2012	106	245	43	0.175510204
fall	3D9.239F867EE1	2012	8/27/2011	58	4/28/2012	94	245	36	0.146938776
fall	3D9.239F867F19	2012	9/2/2011	82	4/29/2012	114	240	32	0.133333333
fall	3D9.239F867F3C	2012	8/26/2011	55	5/3/2012	101	251	46	0.183266932
fall	3D9.239F867F4A	2012	8/1/2011	61	4/23/2012	95	266	34	0.127819549
fall	3D9.239F867FA9	2012	8/26/2011	95	5/18/2012	114	266	19	0.071428571
fall	3D9.239F867FF4	2012	8/27/2011	72	5/27/2012	86	274	14	0.051094891
fall	3D9.239F868010	2012	8/28/2011	66	4/22/2012	99	238	33	0.138655462
fall	3D9.239F868018	2012	8/27/2011	65	4/20/2012	97	237	32	0.135021097
fall	3D9.239F8680A5	2012	8/1/2011	62	4/21/2012	96	264	34	0.128787879
fall	3D9.239F868102	2012	8/18/2011	62	5/20/2012	121	276	59	0.213768116
fall	3D9.239F868104	2012	8/18/2011	70	5/22/2012	93	278	23	0.082733813
fall	3D9.239F868188	2012	8/26/2011	57	4/25/2012	102	243	45	0.185185185
fall	3D9.239F86819A	2012	8/26/2011	61	4/24/2012	102	242	41	0.169421488
fall	3D9.239F8681AE	2012	8/2/2011	59	4/26/2012	105	268	46	0.171641791
fall	3D9.239F8681EC	2012	9/2/2011	72	4/22/2012	110	233	38	0.163090129
fall	3D9.239F86821D	2012	8/1/2011	61	4/26/2012	97	269	36	0.133828996
fall	3D9.239F868245	2012	8/18/2011	75	5/5/2012	106	261	31	0.118773946
fall	3D9.239F868257	2012	9/2/2011	70	4/21/2012	112	232	42	0.181034483
fall	3D9.239F868280	2012	8/5/2011	56	4/26/2012	98	265	42	0.158490566
fall	3D9.239F8682F1	2012	8/28/2011	70	4/10/2012	116	226	46	0.203539823
fall	3D9.239F86834B	2012	8/15/2011	64	5/19/2012	107	278	43	0.154676259
fall	3D9.239F86837F	2012	8/26/2011	56	4/25/2012	94	243	38	0.156378601
fall	3D9.239F8683AC	2012	8/4/2011	70	4/20/2012	98	260	28	0.107692308
fall	3D9.239F8683D0	2012	8/18/2011	75	5/25/2012	108	281	33	0.117437722
fall	3D9.239F8683F0	2012	8/18/2011	76	4/17/2012	104	243	28	0.115226337
fall	3D9.239F868487	2012	8/27/2011	73	4/23/2012	117	240	44	0.183333333
fall	3D9.239F868503	2012	8/26/2011	62	4/16/2012	92	234	30	0.128205128
fall	3D9.239F86852F	2012	8/4/2011	61	4/27/2012	112	267	51	0.191011236
fall	3D9.239F868574	2012	9/1/2011	75	4/20/2012	109	232	34	0.146551724
fall	3D9.239F8685A3	2012	9/1/2011	66	4/27/2012	101	239	35	0.146443515
fall	3D9.239F86867C	2012	8/3/2011	56	4/25/2012	118	266	62	0.233082707
fall	3D9.239F86874E	2012	8/1/2011	69	4/21/2012	104	264	35	0.132575758
fall	3D9.239F86878D	2012	8/26/2011	64	4/16/2012	111	234	47	0.200854701
fall	3D9.239F8688AA	2012	8/5/2011	66	4/13/2012	96	252	30	0.119047619
fall	3D9.239F86896F	2012	8/2/2011	70	4/20/2012	106	262	36	0.13740458
fall	3D9.239F868973	2012	8/16/2011	66	5/16/2012	115	274	49	0.178832117
fall	3D9.239F868999	2012	8/15/2011	75	5/5/2012	99	264	24	0.090909091
fall	3D9.239F86899B	2012	8/26/2011	58	4/13/2012	108	231	50	0.216450216
fall	3D9.239F868A0C	2012	8/3/2011	58	4/20/2012	96	261	38	0.14559387
fall	3D9.239F868A4A	2012	8/28/2011	59	5/19/2012	81	265	22	0.083018868
fall	3D9.239F868A9D	2012	9/2/2011	84	4/23/2012	120	234	36	0.153846154
fall	3D9.239F868B25	2012	9/1/2011	60	4/25/2012	104	237	44	0.185654008
fall	3D9.239F869A65	2012	9/1/2011	57	4/26/2012	97	238	40	0.168067227
fall	3D9.239F869ACA	2012	8/3/2011	58	4/22/2012	98	263	40	0.152091255
fall	3D9.239F869B0E	2012	8/5/2011	68	4/3/2012	97	242	29	0.119834711
fall	3D9.239F869B8C	2012	8/19/2011	61	4/28/2012	106	253	45	0.177865613
fall	3D9.239F869BAF	2012	8/2/2011	79	4/23/2012	104	265	25	0.094339623
fall	3D9.239F869C46	2012	8/16/2011	56	5/22/2012	100	280	44	0.157142857
